date,ticker,open,close,high,low,volume,market_cap_b
2022-03-07,AAPL,143.22,143.25,145.84,140.35,49261878,1672.2
2022-03-08,AAPL,141.0,142.3,143.69,140.69,7534997,745.5
2022-03-09,AAPL,136.74,136.87,138.24,134.57,16821198,909.8
2022-03-10,AAPL,135.72,135.2,137.29,131.96,19381524,1476.2
2022-03-11,AAPL,133.31,134.46,135.05,130.72,41554279,1683.9
2022-03-14,AAPL,133.32,132.65,135.5,131.34,26464636,1515.3
2022-03-15,AAPL,131.58,132.8,135.28,131.92,27516126,1138.8
2022-03-16,AAPL,131.63,132.22,134.77,131.0,44193541,1113.7
2022-03-17,AAPL,132.1,131.39,133.61,130.93,28751544,1337.1
2022-03-18,AAPL,125.41,125.21,128.03,125.08,8310350,693.0
2022-03-21,AAPL,123.12,122.05,123.99,120.64,26709062,724.5
2022-03-22,AAPL,124.33,123.66,126.44,121.11,18780766,1654.4
2022-03-23,AAPL,124.63,125.71,129.03,122.9,31684313,1805.1
2022-03-24,AAPL,121.64,121.2,122.71,120.08,20479083,942.1
2022-03-25,AAPL,120.47,119.28,121.97,118.01,20988033,655.0
2022-03-28,AAPL,120.76,121.9,123.93,121.03,29182063,1634.5
2022-03-29,AAPL,119.08,120.2,121.52,117.45,25127283,688.0
2022-03-30,AAPL,121.06,119.97,120.77,119.69,24165191,1782.2
2022-03-31,AAPL,123.65,123.52,126.97,119.83,38670746,1733.0
2022-04-01,AAPL,121.78,122.66,123.02,120.55,47015550,1278.6
2022-04-04,AAPL,121.53,121.47,121.98,117.83,41456304,713.7
2022-04-05,AAPL,121.45,121.12,124.45,118.25,34937277,700.9
2022-04-06,AAPL,126.0,125.73,126.35,124.74,18555408,1211.3
2022-04-07,AAPL,127.15,126.9,127.55,125.92,18618815,1475.0
2022-04-08,AAPL,126.12,126.99,129.61,123.66,24141042,948.8
2022-04-11,AAPL,126.32,125.7,126.69,125.25,45131909,875.4
2022-04-12,AAPL,127.39,127.1,127.43,124.78,37099477,1473.6
2022-04-13,AAPL,129.15,128.83,129.92,126.42,9632576,1570.4
2022-04-14,AAPL,126.14,126.13,128.81,123.29,19599720,1052.2
2022-04-15,AAPL,126.7,127.91,129.22,127.16,45378432,1302.4
2022-04-18,AAPL,127.45,127.56,127.68,127.1,5585459,1843.0
2022-04-19,AAPL,127.64,127.66,128.97,127.37,6097594,1380.6
2022-04-20,AAPL,125.59,125.46,126.29,123.31,34351880,1539.6
2022-04-21,AAPL,123.26,124.5,128.0,121.38,15511119,950.5
2022-04-22,AAPL,120.87,122.0,122.45,121.95,19184753,750.7
2022-04-25,AAPL,118.49,119.43,122.01,118.91,16562853,622.1
2022-04-26,AAPL,119.71,120.37,120.58,117.13,24417865,878.6
2022-04-27,AAPL,119.59,119.56,120.47,119.34,45767478,1275.4
2022-04-28,AAPL,116.18,116.52,117.86,114.47,37741069,1108.9
2022-04-29,AAPL,122.61,121.75,125.19,119.32,30231251,724.5
2022-05-02,AAPL,118.36,119.07,120.55,116.24,44445222,783.8
2022-05-03,AAPL,121.63,121.74,123.95,120.61,22238121,1666.7
2022-05-04,AAPL,118.39,118.23,119.79,114.92,25911026,1561.5
2022-05-05,AAPL,119.63,119.35,122.33,117.54,10330776,613.0
2022-05-06,AAPL,118.32,118.79,121.28,118.04,18308877,1182.8
2022-05-09,AAPL,117.16,117.34,118.79,114.64,11136699,817.5
2022-05-10,AAPL,116.79,117.84,118.54,114.34,33226628,962.0
2022-05-11,AAPL,119.14,118.02,118.71,115.71,21102852,600.1
2022-05-12,AAPL,116.94,116.16,116.27,115.95,45143345,1202.8
2022-05-13,AAPL,114.31,114.21,116.45,112.11,34125002,622.2
2022-05-16,AAPL,109.72,110.71,112.23,109.21,44951793,669.4
2022-05-17,AAPL,112.14,111.42,112.12,109.39,19247109,1002.9
2022-05-18,AAPL,107.93,108.69,110.34,108.05,24869030,1076.7
2022-05-19,AAPL,109.49,108.73,111.04,107.07,16596304,1505.9
2022-05-20,AAPL,110.23,110.06,110.79,107.65,41140989,598.9
2022-05-23,AAPL,111.64,110.56,110.99,109.88,22764889,1096.9
2022-05-24,AAPL,109.83,109.0,110.35,107.49,7218484,547.6
2022-05-25,AAPL,110.47,111.03,113.3,108.11,10119288,1011.5
2022-05-26,AAPL,110.49,110.16,112.52,107.45,8581466,1586.8
2022-05-27,AAPL,106.78,107.3,110.04,106.86,39763516,717.6
2022-05-30,AAPL,107.41,106.72,109.18,105.43,20174091,813.8
2022-05-31,AAPL,107.2,108.01,109.66,106.67,21170254,1053.5
2022-06-01,AAPL,106.31,106.6,108.65,106.28,12376411,939.6
2022-06-02,AAPL,107.74,108.52,110.55,107.64,46936072,845.2
2022-06-03,AAPL,107.85,106.89,107.09,105.62,7570972,1489.8
2022-06-06,AAPL,105.64,105.58,107.7,105.04,11763978,568.6
2022-06-07,AAPL,104.21,103.42,104.4,100.72,26080755,1135.9
2022-06-08,AAPL,103.89,104.88,105.74,101.83,23915092,1463.1
2022-06-09,AAPL,105.81,104.8,106.8,102.16,45763222,1065.0
2022-06-10,AAPL,102.08,102.79,105.64,102.05,37926737,1243.0
2022-06-13,AAPL,101.4,102.01,102.66,101.06,14887523,957.6
2022-06-14,AAPL,96.51,95.96,98.22,94.39,40648547,1284.6
2022-06-15,AAPL,97.8,97.5,98.17,95.38,19167851,601.4
2022-06-16,AAPL,96.75,97.2,97.81,95.61,45879689,587.5
2022-06-17,AAPL,93.06,92.66,94.57,90.14,46515758,990.0
2022-06-20,AAPL,89.78,90.02,92.07,88.02,36207942,485.9
2022-06-21,AAPL,89.9,89.29,90.49,88.32,14955701,1051.1
2022-06-22,AAPL,87.48,87.0,88.24,86.01,25534666,1212.9
2022-06-23,AAPL,88.42,88.42,90.65,87.89,23472716,645.6
2022-06-24,AAPL,89.02,89.19,91.4,87.13,28599635,1164.9
2022-06-27,AAPL,89.6,89.86,91.59,87.83,9917575,1163.2
2022-06-28,AAPL,84.64,85.33,86.02,84.96,20591117,1256.9
2022-06-29,AAPL,85.27,84.46,85.14,82.03,36727847,803.2
2022-06-30,AAPL,82.65,83.32,85.08,80.89,44158851,532.1
2022-07-01,AAPL,81.16,81.77,82.2,81.67,36192621,1064.1
2022-07-04,AAPL,80.95,81.11,81.93,79.25,26629161,853.2
2022-07-05,AAPL,79.54,79.33,79.94,79.21,12639132,1162.7
2022-07-06,AAPL,78.92,79.7,80.85,78.1,25210553,853.3
2022-07-07,AAPL,80.85,80.95,81.96,80.3,35864432,1079.3
2022-07-08,AAPL,81.68,82.09,83.59,81.06,21638201,809.4
2022-07-11,AAPL,81.58,81.88,82.23,79.95,9748114,968.7
2022-07-12,AAPL,85.52,85.25,87.68,84.56,7342062,1180.1
2022-07-13,AAPL,87.88,87.24,88.4,86.16,48923524,900.6
2022-07-14,AAPL,87.8,87.09,87.31,84.98,24833972,944.7
2022-07-15,AAPL,86.83,86.28,88.84,84.7,7133703,1122.7
2022-07-18,AAPL,88.83,88.65,89.18,87.3,38403961,1126.2
2022-07-19,AAPL,90.48,90.48,91.31,90.41,34851317,821.8
2022-07-20,AAPL,87.6,87.99,89.92,85.99,12726949,906.1
2022-07-21,AAPL,89.57,89.95,91.65,87.57,34472349,704.6
2022-07-22,AAPL,88.8,89.7,90.04,89.52,44030958,658.0
2022-07-25,AAPL,88.68,88.19,89.8,88.12,21812254,1042.0
2022-07-26,AAPL,84.06,84.8,85.8,84.7,29254139,668.1
2022-07-27,AAPL,83.73,84.37,86.15,83.47,21827242,1224.1
2022-07-28,AAPL,83.56,84.37,85.14,84.17,19442094,634.7
2022-07-29,AAPL,87.18,87.12,89.27,84.77,47435931,1128.2
2022-08-01,AAPL,88.26,88.83,90.73,87.19,23103260,1139.9
2022-08-02,AAPL,88.64,87.83,88.16,86.3,26642372,769.6
2022-08-03,AAPL,88.3,88.54,88.68,87.7,24629648,615.2
2022-08-04,AAPL,90.61,90.04,92.21,88.65,18430279,1024.8
2022-08-05,AAPL,89.84,90.22,90.86,89.49,6814635,536.6
2022-08-08,AAPL,88.32,89.2,89.61,86.71,49811106,703.6
2022-08-09,AAPL,87.66,88.28,88.92,88.11,28407210,763.5
2022-08-10,AAPL,89.65,88.99,90.04,87.21,14327713,781.1
2022-08-11,AAPL,89.42,89.75,91.58,87.84,30973988,507.9
2022-08-12,AAPL,88.71,89.26,90.35,89.09,21976339,1039.0
2022-08-15,AAPL,84.31,84.73,85.05,82.33,18743607,557.2
2022-08-16,AAPL,82.05,82.59,84.48,80.15,30101455,726.4
2022-08-17,AAPL,83.66,83.65,85.06,81.92,18279898,1031.7
2022-08-18,AAPL,80.78,80.18,80.64,78.01,45400811,681.5
2022-08-19,AAPL,82.21,82.13,83.01,79.97,31519924,841.9
2022-08-22,AAPL,83.37,83.87,85.01,83.36,31569174,500.7
2022-08-23,AAPL,84.05,83.97,85.74,83.44,33310291,548.0
2022-08-24,AAPL,85.36,85.0,86.73,82.51,23528645,708.0
2022-08-25,AAPL,86.22,85.93,86.49,84.88,46094268,1115.2
2022-08-26,AAPL,86.48,85.76,88.27,83.21,33023357,782.8
2022-08-29,AAPL,84.06,83.46,84.09,83.41,32616858,1079.6
2022-08-30,AAPL,84.41,85.11,85.58,84.5,5989393,1120.8
2022-08-31,AAPL,86.72,87.57,89.3,85.9,32517268,1047.4
2022-09-01,AAPL,85.23,85.5,85.78,83.12,31502121,872.7
2022-09-02,AAPL,83.55,83.15,84.42,81.71,22913923,437.7
2022-09-05,AAPL,82.67,82.95,85.38,82.63,19822013,902.3
2022-09-06,AAPL,82.51,81.94,83.02,79.52,8352970,827.9
2022-09-07,AAPL,82.97,82.2,83.91,79.91,13521239,1045.0
2022-09-08,AAPL,84.81,84.24,85.8,83.34,6275185,1119.1
2022-09-09,AAPL,81.03,80.56,81.19,79.86,14668457,435.3
2022-09-12,AAPL,82.68,83.17,83.62,81.52,23830227,838.9
2022-09-13,AAPL,82.49,82.53,83.2,80.12,32229573,739.2
2022-09-14,AAPL,83.06,83.4,85.57,82.77,43599449,829.8
2022-09-15,AAPL,83.84,84.46,86.23,82.45,24855335,477.2
2022-09-16,AAPL,86.3,85.74,86.06,85.49,43890377,827.0
2022-09-19,AAPL,86.29,85.87,87.47,85.37,24431229,1104.2
2022-09-20,AAPL,86.34,86.41,88.85,85.08,25817867,1110.4
2022-09-21,AAPL,87.49,86.93,88.38,84.8,26049120,1276.3
2022-09-22,AAPL,86.31,85.87,87.96,83.38,26053675,984.6
2022-09-23,AAPL,83.48,82.93,83.05,82.56,29678042,578.3
2022-09-26,AAPL,80.66,80.96,81.64,79.82,7325855,533.1
2022-09-27,AAPL,81.32,80.81,81.13,78.95,25401677,822.0
2022-09-28,AAPL,79.99,79.57,80.64,79.07,32825583,487.9
2022-09-29,AAPL,77.82,78.36,79.39,76.94,38459492,846.9
2022-09-30,AAPL,81.07,81.25,81.67,79.37,30897545,750.3
2022-10-03,AAPL,82.71,82.69,83.11,81.85,43364243,626.7
2022-10-04,AAPL,82.28,82.3,84.7,80.65,31777085,485.7
2022-10-05,AAPL,83.61,83.43,83.66,83.33,37204819,1074.8
2022-10-06,AAPL,83.1,82.76,84.22,81.39,43626802,1205.7
2022-10-07,AAPL,82.97,82.97,85.29,81.93,29227288,791.9
2022-10-10,AAPL,83.24,83.73,83.74,81.83,27937542,736.8
2022-10-11,AAPL,82.97,83.06,85.5,81.44,25348232,526.2
2022-10-12,AAPL,81.21,81.95,83.86,80.9,39231716,532.6
2022-10-13,AAPL,84.13,84.01,84.65,82.06,5518670,529.5
2022-10-14,AAPL,84.75,85.07,85.37,85.04,18888469,536.2
2022-10-17,AAPL,80.86,81.35,82.78,79.06,43809535,1188.9
2022-10-18,AAPL,79.88,80.29,81.37,77.93,33831960,733.8
2022-10-19,AAPL,78.71,79.07,79.56,78.25,23729766,537.4
2022-10-20,AAPL,78.41,78.12,79.44,77.79,10286415,1004.3
2022-10-21,AAPL,79.78,79.5,79.77,78.77,24869627,1148.8
2022-10-24,AAPL,78.98,79.55,81.09,78.08,48056660,660.3
2022-10-25,AAPL,78.11,77.4,79.49,75.7,41159379,1157.5
2022-10-26,AAPL,76.45,76.83,77.84,75.72,18271901,395.9
2022-10-27,AAPL,77.25,77.69,78.35,76.39,12699611,1066.9
2022-10-28,AAPL,77.69,77.37,77.57,76.56,34414541,1126.7
2022-10-31,AAPL,75.64,76.4,76.97,76.24,46946026,932.6
2022-11-01,AAPL,77.34,76.93,77.15,75.81,15421234,524.1
2022-11-02,AAPL,79.98,79.49,79.81,78.22,47236020,545.2
2022-11-03,AAPL,81.02,80.25,82.64,79.18,12656423,654.9
2022-11-04,AAPL,82.27,82.39,83.15,80.61,48750336,538.3
2022-11-07,AAPL,81.85,81.47,81.47,80.48,46217435,641.9
2022-11-08,AAPL,80.97,81.48,83.07,80.78,35961373,667.6
2022-11-09,AAPL,81.05,81.46,83.79,81.27,25579247,1096.6
2022-11-10,AAPL,81.6,81.67,82.71,79.61,24188272,847.3
2022-11-11,AAPL,81.63,82.42,83.52,81.88,35602072,935.6
2022-11-14,AAPL,81.61,80.95,80.99,79.87,40430698,842.9
2022-11-15,AAPL,81.74,82.02,82.36,81.75,26184307,1130.4
2022-11-16,AAPL,79.56,79.42,81.03,78.95,34661999,713.2
2022-11-17,AAPL,77.37,77.35,79.21,75.9,22465465,460.8
2022-11-18,AAPL,81.42,80.75,80.97,79.9,23593751,731.3
2022-11-21,AAPL,80.24,79.95,80.12,78.98,39741430,1062.0
2022-11-22,AAPL,80.62,81.15,83.34,80.32,44683466,799.6
2022-11-23,AAPL,84.05,83.98,86.3,83.73,25167239,650.4
2022-11-24,AAPL,80.04,80.21,81.14,78.49,17086082,1091.7
2022-11-25,AAPL,81.35,82.06,83.73,80.02,20502765,460.8
2022-11-28,AAPL,82.77,83.16,85.07,82.87,14968721,801.3
2022-11-29,AAPL,85.91,85.96,88.21,85.34,28088474,1006.3
2022-11-30,AAPL,84.56,83.97,84.0,82.47,45825942,1041.5
2022-12-01,AAPL,86.55,86.47,87.85,84.78,28423424,999.1
2022-12-02,AAPL,85.09,85.23,87.06,84.87,11960818,811.0
2022-12-05,AAPL,86.91,87.07,88.87,85.11,33811291,1199.4
2022-12-06,AAPL,86.89,87.04,89.41,87.02,9774142,638.0
2022-12-07,AAPL,89.21,88.41,90.96,86.02,5674932,584.5
2022-12-08,AAPL,89.41,88.53,89.01,87.21,43178797,460.7
2022-12-09,AAPL,85.53,85.36,86.06,85.0,17755751,1013.0
2022-12-12,AAPL,80.49,80.22,80.75,77.89,23416230,633.1
2022-12-13,AAPL,81.07,80.58,82.51,79.26,32293050,889.8
2022-12-14,AAPL,80.7,80.18,81.2,78.43,16926571,830.8
2022-12-15,AAPL,80.76,80.84,81.91,78.64,37337168,577.0
2022-12-16,AAPL,79.97,80.46,81.46,78.6,31273622,701.2
2022-12-19,AAPL,83.71,83.8,85.15,81.8,12008823,1156.8
2022-12-20,AAPL,84.1,84.21,85.25,81.77,27408933,887.7
2022-12-21,AAPL,83.59,83.49,85.26,81.43,16350041,1094.3
2022-12-22,AAPL,84.83,84.08,84.42,82.81,14637931,470.9
2022-12-23,AAPL,83.09,83.38,83.74,82.66,29017643,536.9
2022-12-26,AAPL,82.74,83.56,85.59,81.5,32279748,699.4
2022-12-27,AAPL,81.72,81.58,82.35,79.34,15032750,561.3
2022-12-28,AAPL,81.47,81.59,83.2,79.79,5543147,831.3
2022-12-29,AAPL,81.01,80.84,83.17,79.84,26202765,867.7
2022-12-30,AAPL,79.74,79.07,81.03,77.46,15676446,603.0
2023-01-02,AAPL,82.29,82.28,84.11,81.05,8050837,1006.7
2023-01-03,AAPL,81.03,80.54,81.24,79.73,24196635,1118.8
2023-01-04,AAPL,81.13,80.57,81.84,79.83,44750736,802.3
2023-01-05,AAPL,79.02,79.31,81.11,77.46,22483901,1083.2
2023-01-06,AAPL,80.17,79.81,80.78,77.93,21018577,625.8
2023-01-09,AAPL,77.32,77.83,79.56,76.08,25437536,689.4
2023-01-10,AAPL,79.93,79.17,80.1,76.98,9042158,863.5
2023-01-11,AAPL,82.65,82.48,83.52,81.08,7426966,838.5
2023-01-12,AAPL,81.14,81.13,81.5,78.95,10560762,487.6
2023-01-13,AAPL,83.34,83.16,83.65,81.29,12810746,1212.3
2023-01-16,AAPL,83.14,82.55,83.12,80.88,14445177,818.8
2023-01-17,AAPL,84.28,85.1,86.81,83.88,45438751,565.4
2023-01-18,AAPL,89.47,88.93,91.05,86.61,22935165,596.0
2023-01-19,AAPL,88.11,88.55,89.25,87.37,23513491,1281.9
2023-01-20,AAPL,85.28,85.92,88.43,83.94,39779327,720.8
2023-01-23,AAPL,86.97,87.59,89.85,85.77,34648493,934.1
2023-01-24,AAPL,87.96,88.01,89.32,87.3,8949781,1028.1
2023-01-25,AAPL,89.63,88.93,89.08,86.63,37248437,833.5
2023-01-26,AAPL,88.18,88.35,88.71,87.04,10694539,862.8
2023-01-27,AAPL,87.28,86.83,87.5,85.47,49640718,1030.3
2023-01-30,AAPL,89.5,88.89,90.0,88.27,6822912,553.7
2023-01-31,AAPL,88.96,89.49,90.57,89.07,20581972,1033.3
2023-02-01,AAPL,87.33,86.97,88.5,85.29,30967400,732.5
2023-02-02,AAPL,87.46,88.2,90.82,85.89,8255677,1215.8
2023-02-03,AAPL,88.73,89.09,90.82,87.29,22615442,678.9
2023-02-06,AAPL,88.26,88.54,89.63,87.79,28019128,1278.1
2023-02-07,AAPL,90.64,91.48,92.86,90.34,46408864,502.4
2023-02-08,AAPL,90.51,90.38,92.7,88.33,44433155,469.1
2023-02-09,AAPL,90.52,90.1,92.63,89.18,24756315,491.0
2023-02-10,AAPL,92.3,91.53,92.82,88.86,36041948,898.6
2023-02-13,AAPL,91.01,91.69,92.28,89.12,30843209,1028.8
2023-02-14,AAPL,89.23,89.22,91.4,88.85,32703097,457.5
2023-02-15,AAPL,89.92,89.57,90.7,88.41,34208627,761.6
2023-02-16,AAPL,89.6,88.86,89.22,87.98,5196181,1265.9
2023-02-17,AAPL,89.72,90.42,90.68,88.61,21810482,645.9
2023-02-20,AAPL,90.88,90.72,91.93,88.1,19384342,1188.9
2023-02-21,AAPL,91.27,90.92,92.9,90.1,18993785,545.2
2023-02-22,AAPL,88.66,89.06,91.29,89.01,27223115,454.0
2023-02-23,AAPL,88.04,88.68,89.54,87.56,8379214,1280.0
2023-02-24,AAPL,90.2,90.45,92.92,89.85,38994677,1001.0
2023-02-27,AAPL,89.3,89.08,90.78,88.09,29917770,1324.1
2023-02-28,AAPL,89.46,89.05,91.12,88.71,14703789,519.9
2023-03-01,AAPL,87.39,87.42,88.77,86.97,24970261,936.2
2023-03-02,AAPL,85.45,85.4,85.5,84.42,42261947,561.5
2023-03-03,AAPL,85.44,85.28,86.8,83.14,10555860,1262.2
2023-03-06,AAPL,85.42,85.6,86.19,83.48,35042077,949.7
2023-03-07,AAPL,89.37,89.11,89.35,88.83,22516987,724.8
2023-03-08,AAPL,88.27,88.33,89.37,87.97,46816743,709.7
2023-03-09,AAPL,88.91,88.27,90.34,88.09,16058764,950.6
2023-03-10,AAPL,85.73,86.12,88.25,83.55,30416862,722.7
2023-03-13,AAPL,86.89,87.2,88.89,86.82,32413792,1180.0
2023-03-14,AAPL,87.51,87.93,89.3,86.48,5524020,929.2
2023-03-15,AAPL,90.9,90.61,92.22,89.89,30710278,513.5
2023-03-16,AAPL,91.97,92.68,94.33,90.66,8584030,861.5
2023-03-17,AAPL,93.46,93.36,94.28,92.57,33969677,777.5
2023-03-20,AAPL,92.98,92.51,94.31,91.51,29904246,473.1
2023-03-21,AAPL,93.28,92.92,93.97,92.76,41809314,1010.7
2023-03-22,AAPL,92.28,92.74,93.31,90.91,26445557,738.3
2023-03-23,AAPL,94.58,94.55,95.02,94.49,9856604,1354.0
2023-03-24,AAPL,96.95,96.16,97.67,95.37,24622173,1086.6
2023-03-27,AAPL,95.31,95.62,96.48,94.41,27415835,1032.2
2023-03-28,AAPL,92.5,92.89,93.91,90.34,7352436,699.9
2023-03-29,AAPL,94.62,95.43,95.73,94.9,6749316,1106.0
2023-03-30,AAPL,96.14,96.58,99.1,95.09,18750940,982.8
2023-03-31,AAPL,95.76,95.99,97.62,93.44,49864572,888.4
2023-04-03,AAPL,96.77,97.07,99.14,95.22,42497343,926.3
2023-04-04,AAPL,97.67,97.24,97.56,96.79,38107309,692.1
2023-04-05,AAPL,99.16,99.87,100.82,99.8,16557420,954.9
2023-04-06,AAPL,95.22,96.12,97.26,94.88,47890607,977.3
2023-04-07,AAPL,96.0,95.39,96.95,92.64,19175372,1025.9
2023-04-10,AAPL,99.4,98.52,101.06,96.24,14904942,690.8
2023-04-11,AAPL,100.5,99.66,102.21,98.99,22673080,1001.0
2023-04-12,AAPL,103.22,103.29,104.07,101.76,6372344,652.6
2023-04-13,AAPL,101.61,100.83,103.1,99.08,28271766,877.2
2023-04-14,AAPL,103.54,103.04,105.47,102.31,37517527,725.9
2023-04-17,AAPL,104.84,105.18,106.66,103.07,38972309,872.3
2023-04-18,AAPL,101.0,101.73,102.95,101.67,15164663,1131.4
2023-04-19,AAPL,101.03,101.16,101.38,99.61,36597394,1025.0
2023-04-20,AAPL,101.73,100.98,101.85,98.21,47145452,886.8
2023-04-21,AAPL,97.94,97.79,100.11,95.81,37227404,621.4
2023-04-24,AAPL,96.88,97.28,97.71,96.73,15019215,1184.3
2023-04-25,AAPL,99.91,99.03,100.6,97.66,25746510,817.9
2023-04-26,AAPL,98.24,98.29,100.06,98.24,47199405,1338.8
2023-04-27,AAPL,99.56,98.79,100.18,97.78,45278002,882.2
2023-04-28,AAPL,100.23,99.32,100.55,98.13,36941212,1440.7
2023-05-01,AAPL,98.81,99.32,101.54,97.89,17085071,1267.9
2023-05-02,AAPL,98.06,97.96,99.9,95.97,26657327,1094.6
2023-05-03,AAPL,99.1,99.29,99.88,99.17,28016039,1225.1
2023-05-04,AAPL,96.04,96.22,97.24,94.5,23413848,1004.7
2023-05-05,AAPL,96.35,96.26,97.7,93.76,27323396,644.1
2023-05-08,AAPL,98.26,99.0,101.77,97.82,34677052,892.7
2023-05-09,AAPL,98.95,98.14,100.02,97.46,21585311,1432.9
2023-05-10,AAPL,97.38,96.76,99.23,94.35,17193344,760.1
2023-05-11,AAPL,97.75,98.2,100.72,95.35,8424499,760.0
2023-05-12,AAPL,97.96,98.55,99.24,97.95,30340696,498.4
2023-05-15,AAPL,99.92,100.06,101.28,97.4,35426380,1202.8
2023-05-16,AAPL,100.61,100.17,102.36,97.16,47926436,1316.4
2023-05-17,AAPL,96.3,95.52,95.57,95.33,41440483,1277.4
2023-05-18,AAPL,97.04,97.83,100.0,97.72,35534630,1047.4
2023-05-19,AAPL,102.91,102.0,103.36,100.77,26435223,1461.5
2023-05-22,AAPL,103.8,104.68,106.26,103.7,40635794,1133.8
2023-05-23,AAPL,98.36,97.56,100.32,94.82,23106674,510.7
2023-05-24,AAPL,98.14,98.47,100.06,98.21,43094944,617.9
2023-05-25,AAPL,96.79,97.59,99.31,96.22,16986993,1365.7
2023-05-26,AAPL,96.34,95.52,96.68,95.21,22277700,1181.5
2023-05-29,AAPL,95.74,95.79,96.14,95.58,25434346,1182.5
2023-05-30,AAPL,95.28,95.53,95.59,92.95,27329876,1136.8
2023-05-31,AAPL,96.22,96.54,98.55,95.66,36677115,958.2
2023-06-01,AAPL,97.48,96.68,98.09,95.08,13972136,780.8
2023-06-02,AAPL,93.7,94.56,96.36,92.43,18686986,1201.7
2023-06-05,AAPL,93.18,93.5,94.18,91.17,39868628,588.8
2023-06-06,AAPL,92.08,92.16,93.56,91.3,33497756,1208.0
2023-06-07,AAPL,88.27,89.08,89.87,87.16,11570760,703.0
2023-06-08,AAPL,86.36,86.69,88.05,85.82,22149523,1057.2
2023-06-09,AAPL,86.07,86.36,87.11,85.17,6067236,500.7
2023-06-12,AAPL,88.73,88.88,91.39,88.13,8965695,1196.6
2023-06-13,AAPL,88.36,87.96,89.57,87.48,23184943,634.6
2023-06-14,AAPL,86.68,86.66,88.09,85.46,30428320,1255.4
2023-06-15,AAPL,85.34,84.66,86.89,84.16,47454264,506.7
2023-06-16,AAPL,84.34,84.74,86.0,84.35,27732457,1057.6
2023-06-19,AAPL,86.16,86.79,87.44,86.09,12413030,738.9
2023-06-20,AAPL,89.94,90.36,91.31,89.57,21553123,953.5
